,ID,Probability
0,0.0,1.0
1,100.0,1.0
2,200.0,1.0
3,300.0,1.0
4,400.0,1.0
5,500.0,1.0
6,600.0,1.0
7,700.0,1.0
8,800.0,1.0
9,900.0,1.0
10,1000.0,1.0
11,1100.0,1.0
12,1200.0,1.0
13,1300.0,1.0
14,1400.0,1.0
15,1500.0,1.0
16,1600.0,1.0
17,1700.0,1.0
18,1800.0,1.0
19,1900.0,1.0
20,2000.0,1.0
21,2100.0,1.0
22,2200.0,1.0
23,2300.0,1.0
24,2400.0,1.0
25,2500.0,1.0
26,2600.0,1.0
27,2700.0,1.0
28,2800.0,1.0
29,2900.0,1.0
30,3000.0,1.0
31,3100.0,1.0
32,3200.0,1.0
33,3300.0,1.0
34,3400.0,1.0
35,3500.0,1.0
36,3600.0,1.0
37,3700.0,1.0
38,3800.0,1.0
39,3900.0,1.0
40,4000.0,1.0
41,4100.0,1.0
42,4200.0,1.0
43,4300.0,1.0
44,4400.0,1.0
45,4500.0,1.0
46,4600.0,1.0
47,4700.0,1.0
48,4800.0,1.0
49,4900.0,1.0
50,5000.0,1.0
51,5100.0,1.0
52,5200.0,1.0
53,5300.0,1.0
54,5400.0,1.0
55,5500.0,1.0
56,5600.0,1.0
57,5700.0,1.0
58,5800.0,1.0
59,5900.0,1.0
60,6000.0,1.0
61,6100.0,1.0
62,6200.0,1.0
63,6300.0,1.0
64,6400.0,1.0
65,6500.0,1.0
66,6600.0,1.0
67,6700.0,1.0
68,6800.0,1.0
69,6900.0,1.0
70,7000.0,1.0
71,7100.0,1.0
72,7200.0,1.0
73,7300.0,1.0
74,7400.0,1.0
75,7500.0,1.0
76,7600.0,1.0
77,7700.0,1.0
78,7800.0,1.0
79,7900.0,1.0
80,8000.0,1.0
81,8100.0,1.0
82,8200.0,0.9797979797979798
83,8300.0,0.98989898989899
84,8400.0,1.0
85,8500.0,0.98989898989899
86,8600.0,0.9494949494949495
87,8700.0,0.9797979797979798
88,8800.0,0.9696969696969697
89,8900.0,0.9797979797979798
90,9000.0,1.0
91,9100.0,1.0
92,9200.0,0.98989898989899
93,9300.0,1.0
94,9400.0,0.9494949494949495
95,9500.0,0.9797979797979798
96,9600.0,0.9696969696969697
97,9700.0,0.9191919191919192
98,9800.0,0.9797979797979798
99,9900.0,1.0
100,10000.0,0.9595959595959596
101,10100.0,0.98989898989899
102,10200.0,0.98989898989899
103,10300.0,1.0
104,10400.0,0.9797979797979798
105,10500.0,0.9292929292929293
106,10600.0,0.9494949494949495
107,10700.0,0.98989898989899
108,10800.0,1.0
109,10900.0,0.8686868686868687
110,11000.0,0.797979797979798
111,11100.0,0.9393939393939394
112,11200.0,0.9292929292929293
113,11300.0,0.9595959595959596
114,11400.0,0.9191919191919192
115,11500.0,0.898989898989899
116,11600.0,0.898989898989899
117,11700.0,0.8585858585858586
118,11800.0,0.8585858585858586
119,11900.0,0.8181818181818182
120,12000.0,0.7474747474747475
121,12100.0,0.696969696969697
122,12200.0,0.7070707070707071
123,12300.0,0.9494949494949495
124,12400.0,0.7474747474747475
125,12500.0,0.7878787878787878
126,12600.0,0.8484848484848485
127,12700.0,0.7777777777777778
128,12800.0,0.7676767676767676
129,12900.0,0.8585858585858586
130,13000.0,0.8383838383838383
131,13100.0,0.898989898989899
132,13200.0,0.7777777777777778
133,13300.0,0.8585858585858586
134,13400.0,0.8484848484848485
135,13500.0,0.7878787878787878
136,13600.0,0.8383838383838383
137,13700.0,0.7777777777777778
138,13800.0,0.8484848484848485
139,13900.0,0.7272727272727273
140,14000.0,0.7272727272727273
141,14100.0,0.5555555555555556
142,14200.0,0.6868686868686869
143,14300.0,0.797979797979798
144,14400.0,0.8383838383838383
145,14500.0,0.9191919191919192
146,14600.0,0.6868686868686869
147,14700.0,0.6767676767676768
148,14800.0,0.6262626262626263
149,14900.0,0.6464646464646465
150,15000.0,0.6161616161616161
151,15100.0,0.5252525252525253
152,15200.0,0.7878787878787878
153,15300.0,0.494949494949495
154,15400.0,0.40404040404040403
155,15500.0,0.30303030303030304
156,15600.0,0.5656565656565656
157,15700.0,0.6363636363636364
158,15800.0,0.7777777777777778
159,15900.0,0.7474747474747475
160,16000.0,0.6868686868686869
161,16100.0,0.45454545454545453
162,16200.0,0.3939393939393939
163,16300.0,0.42424242424242425
164,16400.0,0.6060606060606061
165,16500.0,0.7171717171717171
166,16600.0,0.31313131313131315
167,16700.0,0.6868686868686869
168,16800.0,0.3434343434343434
169,16900.0,0.5252525252525253
170,17000.0,0.5151515151515151
171,17100.0,0.6161616161616161
172,17200.0,0.7373737373737373
173,17300.0,0.2727272727272727
174,17400.0,0.5050505050505051
175,17500.0,0.29292929292929293
176,17600.0,0.48484848484848486
177,17700.0,0.23232323232323232
178,17800.0,0.2222222222222222
179,17900.0,0.7777777777777778
180,18000.0,0.31313131313131315
